id,sem1_book_every_mon1,sem1_book_every_mon9,sem1_book_every_mon10,sem1_book_every_mon11,sem1_book_every_mon12,sem1_book_every_type1,sem1_book_every_type2,sem1_book_every_type3,sem1_book_every_type4,sem1_book_every_type5,sem1_book_every_type6,sem1_book_every_type7,sem1_book_every_type8,sem1_book_every_type9,sem1_book_every_type10,sem1_book_every_type11,sem1_book_every_type12,sem1_book_every_type13,sem1_book_every_type14,sem1_book_every_type15,sem1_book_every_type16,sem1_book_every_type17,sem1_book_every_type18,sem1_book_every_type19,sem1_book_every_type20,sem1_book_every_type21,sem1_book_every_type22,sem1_book_every_type23,sem1_book_every_type24,sem1_book_every_type25,sem1_book_every_type26,sem1_book_every_type27,sem1_book_every_type28,sem1_book_every_type29,sem1_book_every_type30,sem1_book_every_type31,sem1_book_every_type32,sem1_book_every_type33,sem1_book_every_type34,sem1_book_every_type35,sem1_book_every_type36,sem1_book_every_type37,sem1_book_every_type38,sem1_book_every_type39,sem1_book_every_type40,sem1_book_every_type41,sem1_book_every_type42,sem1_library_every_mon1,sem1_library_every_mon9,sem1_library_every_mon10,sem1_library_every_mon11,sem1_library_every_mon12,sem1_library_every_hour7,sem1_library_every_hour8,sem1_library_every_hour9,sem1_library_every_hour10,sem1_library_every_hour11,sem1_library_every_hour12,sem1_library_every_hour13,sem1_library_every_hour14,sem1_library_every_hour15,sem1_library_every_hour16,sem1_library_every_hour17,sem1_library_every_hour18,sem1_library_every_hour19,sem1_library_every_hour20,sem1_library_every_hour21,sem1_library_every_hour22,sem1_consume_every_pos_shitang,sem1_consume_every_pos_jiaotong,sem1_consume_every_pos_chaoshi,sem1_consume_every_pos_sushe,sem1_consume_every_pos_jiaoshi,sem1_consume_every_pos_tushuguan,sem1_consume_every_pos_dayin,sem1_consume_every_mon1,sem1_consume_every_mon9,sem1_consume_every_mon10,sem1_consume_every_mon11,sem1_consume_every_mon12,sem1_consume_every_hour0,sem1_consume_every_hour1,sem1_consume_every_hour2,sem1_consume_every_hour3,sem1_consume_every_hour4,sem1_consume_every_hour5,sem1_consume_every_hour6,sem1_consume_every_hour7,sem1_consume_every_hour8,sem1_consume_every_hour9,sem1_consume_every_hour10,sem1_consume_every_hour11,sem1_consume_every_hour12,sem1_consume_every_hour13,sem1_consume_every_hour14,sem1_consume_every_hour15,sem1_consume_every_hour16,sem1_consume_every_hour17,sem1_consume_every_hour18,sem1_consume_every_hour19,sem1_consume_every_hour20,sem1_consume_every_hour21,sem1_consume_every_hour22,sem1_consume_every_hour23,sem2_book_every_mon2,sem2_book_every_mon3,sem2_book_every_mon4,sem2_book_every_mon5,sem2_book_every_mon6,sem2_book_every_mon7,sem2_book_every_type1,sem2_book_every_type2,sem2_book_every_type3,sem2_book_every_type4,sem2_book_every_type5,sem2_book_every_type6,sem2_book_every_type7,sem2_book_every_type8,sem2_book_every_type9,sem2_book_every_type10,sem2_book_every_type11,sem2_book_every_type12,sem2_book_every_type13,sem2_book_every_type14,sem2_book_every_type15,sem2_book_every_type16,sem2_book_every_type17,sem2_book_every_type18,sem2_book_every_type19,sem2_book_every_type20,sem2_book_every_type21,sem2_book_every_type22,sem2_book_every_type23,sem2_book_every_type24,sem2_book_every_type25,sem2_book_every_type26,sem2_book_every_type27,sem2_book_every_type28,sem2_book_every_type29,sem2_book_every_type30,sem2_book_every_type31,sem2_book_every_type32,sem2_book_every_type33,sem2_book_every_type34,sem2_book_every_type35,sem2_book_every_type36,sem2_book_every_type37,sem2_book_every_type38,sem2_book_every_type39,sem2_book_every_type40,sem2_book_every_type41,sem2_book_every_type42,sem2_library_every_mon2,sem2_library_every_mon3,sem2_library_every_mon4,sem2_library_every_mon5,sem2_library_every_mon6,sem2_library_every_mon7,sem2_library_every_hour7,sem2_library_every_hour8,sem2_library_every_hour9,sem2_library_every_hour10,sem2_library_every_hour11,sem2_library_every_hour12,sem2_library_every_hour13,sem2_library_every_hour14,sem2_library_every_hour15,sem2_library_every_hour16,sem2_library_every_hour17,sem2_library_every_hour18,sem2_library_every_hour19,sem2_library_every_hour20,sem2_library_every_hour21,sem2_library_every_hour22,sem2_consume_every_pos_shitang,sem2_consume_every_pos_jiaotong,sem2_consume_every_pos_chaoshi,sem2_consume_every_pos_sushe,sem2_consume_every_pos_jiaoshi,sem2_consume_every_pos_tushuguan,sem2_consume_every_pos_dayin,sem2_consume_every_mon2,sem2_consume_every_mon3,sem2_consume_every_mon4,sem2_consume_every_mon5,sem2_consume_every_mon6,sem2_consume_every_mon7,sem2_consume_every_hour0,sem2_consume_every_hour1,sem2_consume_every_hour2,sem2_consume_every_hour3,sem2_consume_every_hour4,sem2_consume_every_hour5,sem2_consume_every_hour6,sem2_consume_every_hour7,sem2_consume_every_hour8,sem2_consume_every_hour9,sem2_consume_every_hour10,sem2_consume_every_hour11,sem2_consume_every_hour12,sem2_consume_every_hour13,sem2_consume_every_hour14,sem2_consume_every_hour15,sem2_consume_every_hour16,sem2_consume_every_hour17,sem2_consume_every_hour18,sem2_consume_every_hour19,sem2_consume_every_hour20,sem2_consume_every_hour21,sem2_consume_every_hour22,sem2_consume_every_hour23,sem3_book_every_mon1,sem3_book_every_mon9,sem3_book_every_mon10,sem3_book_every_mon11,sem3_book_every_mon12,sem3_book_every_type1,sem3_book_every_type2,sem3_book_every_type3,sem3_book_every_type4,sem3_book_every_type5,sem3_book_every_type6,sem3_book_every_type7,sem3_book_every_type8,sem3_book_every_type9,sem3_book_every_type10,sem3_book_every_type11,sem3_book_every_type12,sem3_book_every_type13,sem3_book_every_type14,sem3_book_every_type15,sem3_book_every_type16,sem3_book_every_type17,sem3_book_every_type18,sem3_book_every_type19,sem3_book_every_type20,sem3_book_every_type21,sem3_book_every_type22,sem3_book_every_type23,sem3_book_every_type24,sem3_book_every_type25,sem3_book_every_type26,sem3_book_every_type27,sem3_book_every_type28,sem3_book_every_type29,sem3_book_every_type30,sem3_book_every_type31,sem3_book_every_type32,sem3_book_every_type33,sem3_book_every_type34,sem3_book_every_type35,sem3_book_every_type36,sem3_book_every_type37,sem3_book_every_type38,sem3_book_every_type39,sem3_book_every_type40,sem3_book_every_type41,sem3_book_every_type42,sem3_library_every_mon1,sem3_library_every_mon9,sem3_library_every_mon10,sem3_library_every_mon11,sem3_library_every_mon12,sem3_library_every_hour7,sem3_library_every_hour8,sem3_library_every_hour9,sem3_library_every_hour10,sem3_library_every_hour11,sem3_library_every_hour12,sem3_library_every_hour13,sem3_library_every_hour14,sem3_library_every_hour15,sem3_library_every_hour16,sem3_library_every_hour17,sem3_library_every_hour18,sem3_library_every_hour19,sem3_library_every_hour20,sem3_library_every_hour21,sem3_library_every_hour22,sem3_consume_every_pos_shitang,sem3_consume_every_pos_jiaotong,sem3_consume_every_pos_chaoshi,sem3_consume_every_pos_sushe,sem3_consume_every_pos_jiaoshi,sem3_consume_every_pos_tushuguan,sem3_consume_every_pos_dayin,sem3_consume_every_mon1,sem3_consume_every_mon9,sem3_consume_every_mon10,sem3_consume_every_mon11,sem3_consume_every_mon12,sem3_consume_every_hour0,sem3_consume_every_hour1,sem3_consume_every_hour2,sem3_consume_every_hour3,sem3_consume_every_hour4,sem3_consume_every_hour5,sem3_consume_every_hour6,sem3_consume_every_hour7,sem3_consume_every_hour8,sem3_consume_every_hour9,sem3_consume_every_hour10,sem3_consume_every_hour11,sem3_consume_every_hour12,sem3_consume_every_hour13,sem3_consume_every_hour14,sem3_consume_every_hour15,sem3_consume_every_hour16,sem3_consume_every_hour17,sem3_consume_every_hour18,sem3_consume_every_hour19,sem3_consume_every_hour20,sem3_consume_every_hour21,sem3_consume_every_hour22,sem3_consume_every_hour23,sem1_rank,sem2_rank,sem3_rank
283,3,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,11,1,0,4,0,0,0,2,2,2,3,1,2,2,3,0,0,0,25.6,0,28.3,8.07,0.02,0,0,0,0,61.99,0,0,1.6,0,0,0,0,0,0.01,0.01,6.51,0,0.01,16.8,18.72,1.4,0,0,0.7,4.1,4.7,3.1,0,1.26,1.27,1.8,0,2,0,0,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,39,3,6,2,4,3,1,2,2,2,6,6,5,13,5,1,0,0,4.63,0,8.5,0.01,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0.01,1.63,0,0,0,0,3,0,5.5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,15.7,0,13.3,6.61,0,0,0,0,0,35.61,0,0,0.8,0,0,0,0,0,0,0,0.01,0,2.4,3.1,0,2.6,0,6.7,0,12.6,0,0,0,0,4,3.4,460,477,522
284,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.2,0,220.4,48.15,0,0,0,241.63,0,0,0,256.12,7.45,6.27,0,0,0,0,0,2,1.7,1.5,7.3,27.2,45.26,26.7,41.8,29.4,6.2,154.7,28.76,28.71,31.27,9.59,34.65,7.29,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,698.36,0,105.9,78.82,0.09,6.3,0,93.22,335.96,142.63,248.02,67.88,1.76,9.35,8.74,2.52,0,0,0,0,8.67,35.51,14.76,31.92,139.97,93.46,0,10.8,25.42,17.63,246.04,112.84,56.13,11.65,34.08,21.41,8.57,5,0,0,11,0,0,4,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,2,0,2,0,1,0,0,1,1,0,0,0,1510.84,30,271.6,82.43,0,29.8,0,128.83,560.02,366.69,537.82,331.31,0,0,0,0,0,0,0,3,10.03,4.1,101.5,547.49,69.72,32.3,4.66,100.42,206.56,518.18,81.2,30.98,45.8,159.71,7.52,1.5,456,522,531
285,0,3,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,21,0,8,3,1,6,4,1,1,2,1,4,1,1,0,1,0,1432.07,4,440.7,68.58,0,27.5,0,221.55,506.97,405.08,394.81,444.44,1.22,0,0,0,0,0,56.52,121.32,9.24,15.67,24.31,479.86,118.52,21.2,0.4,9.5,145.32,420.6,200.67,7.54,14.84,184.95,121.58,19.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,4,0,4,3,0,5,4,1,0,2,0,2,0,0,0,0,0,1822.7,0,244.6,63.13,0.05,16.2,0,39,485.72,479.68,439.95,498.31,204.02,1.8,1.2,0,0,0,0,47.16,106.4,28.32,10.6,100.8,570.1,162.7,1.02,39.71,5.7,65.3,609.22,163.12,40.9,44.2,53.51,88.38,6.54,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,2,24,0,17,1,0,9,6,4,5,1,0,10,9,0,1,0,0,1918.72,1,195.6,66.24,0,43,0,328.8,398.12,372.82,532.18,592.64,0.02,0,0,0,0,0,0,92.53,97.05,26.2,56.73,490.7,283.9,6,16.1,26,52.4,672.18,211.4,23.41,26.7,71.08,64.53,7.63,377,304,245
286,0,2,10,4,0,7,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,6,3,14,0,7,3,3,3,7,1,0,4,6,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,26,16,0,10,3,2,2,9,3,2,3,2,4,4,2,0,0,0,39.8,0,0,0.81,0.07,0,0,0,0,0,40.68,0,0,0,0,0,0,0,0,0,10.8,0.02,0,0,0,15.4,0,0,0,0.04,6.8,6.8,0.01,0,0.71,0.1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,8,6,35,0,10,9,7,4,11,4,4,3,6,5,14,0,0,0,0,1062.1,14,23.6,80.27,0.81,47.8,1.35,247.01,0,17.19,443.03,522.7,0,0,0,0,0,0,0,71.25,109.17,9.86,31.4,331.2,184.2,10.52,7.22,12.23,36.33,222.89,129.97,17.65,17.54,17.75,19.68,1.07,269,211,263
287,3,0,8,6,3,6,0,0,0,0,0,2,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,5,17,0,3,5,1,0,2,5,3,0,3,2,12,4,4,1,0,1852.27,0,725.3,3.92,0,24.2,0,155.93,780.7,705.58,550.75,412.73,0,0,0,0,0,0,0,88.04,45.46,47.51,22.1,787.8,235.31,33.5,57.7,10.7,143.6,610.08,316.91,76.13,55.2,58.2,13.94,3.51,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,3,5,0,0,0,2,0,0,1,1,2,0,1,2,7,13,1,0,0,1457.68,0,494.88,4,0,50.2,0,130.8,491.92,267.2,489,469.1,158.74,0,0.7,0,0,0,0,2.8,46.65,28.23,16.1,60.2,840.5,83.2,7.7,20,38.7,128.4,446.1,80.5,132.4,13.1,60.78,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1554.48,1,433.5,22.3,0,1.7,0,246.32,489.43,374.52,425.08,477.63,1.2,0,0,0,0,0,0,11.43,16.93,4.2,11,669.24,191.2,9.6,7.4,17.5,17.7,844.44,104.14,50.9,9.5,44.3,0,2.3,323,421,392
288,13,1,1,2,2,16,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,3,9,22,0,4,0,4,1,8,3,2,9,4,5,9,7,1,1,0,1345.51,0,224,42.78,0.01,78.2,7.5,183,377.16,288.47,436.34,413.03,5.38,0.01,0,0,0,0,166.53,57.56,44,14.31,37.11,325.63,246.51,5.03,3.08,10.73,60.11,309.01,172.97,35.4,5.51,75.94,112.82,10.36,0,3,2,6,3,3,11,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,2,2,0,0,1,0,0,2,0,1,1,3,1,2,7,1,0,0,1541.09,5,250.3,53.74,0.92,7.4,0,52.34,396.76,423.81,465.9,373.72,145.92,7.92,9.38,0.04,0,0,0,50.42,149.83,69.98,4.05,53.05,333.72,299.19,1.62,2.45,5.27,32.06,390.67,319.4,10.97,12.97,39.36,51.29,14.81,0,5,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,15,1,3,1,2,1,2,2,4,1,0,1,9,5,0,0,0,1526.6,15,89.8,61.76,1.94,4.6,0.3,192.64,410.21,366.47,336.34,394.34,7.32,5.32,0,0,0,0,22.46,95.77,66.73,12.01,11.33,354.35,276.83,5.21,2.47,7.55,20.12,400.57,313.29,11.52,3.92,20.37,37.54,25.32,373,171,206
289,0,3,0,3,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,8,0,3,2,1,0,0,2,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,5,3,1,1,1,0,0,0,0,1,17,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,59,0,9.6,0.3,0.17,0,0.15,0,0,43.69,25.53,0,0,0,0,0,0,0,0,4.6,2.51,0.04,0.04,5.61,28.4,0.15,0.01,0.02,0.02,18,2.1,0.01,0.01,0,7.7,0,59,28,128
290,1,25,7,1,1,4,1,5,0,0,4,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,10,4,5,1,2,0,3,2,7,5,2,1,3,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,29,7,3,7,4,2,2,4,3,0,1,1,2,7,4,0,0,0,36,1,29.6,1.3,0,0,0,0,0,0,0,0,67.9,0,0,0,0,0,0,0,0,2,0,0,23.1,0,11.7,0,0,0,15.4,0,0,14.4,0,0.8,0.5,0,0,3,6,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,1,0,2,5,0,0,5,3,0,1,0,0,8,1,1,0,0,79.3,0,0,1.26,0,0,0,0,0,80.56,0,0,0,0,0,0,0,0,0,1.26,6.6,0,0,22.2,13.2,0,0,0,0,37.3,0,0,0,0,0,0,426,402,514
291,13,7,20,17,19,9,9,20,0,0,3,1,10,1,0,1,15,1,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,12,11,21,7,17,2,4,4,7,4,3,4,6,8,18,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,13,11,3,1,9,12,20,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,37,40,24,6,10,5,1,3,5,16,9,12,6,5,16,32,10,2,1,0,238.12,0,35,9.6,0.04,6.8,0,0,0,0,0,185.14,104.42,0,0,0,0,0,0,18.52,18.71,6.62,4,13.6,74.1,15.7,10.3,9.11,4.2,8.6,62,10.9,0,1.7,17.6,12.7,1.2,3,16,14,19,21,6,2,12,3,1,6,0,10,0,8,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,34,14,42,12,11,8,7,8,12,6,11,6,7,7,25,7,3,0,0,1196.76,11,26,128.4,1.13,11.3,13.4,151.41,283.27,331.85,320.06,301.4,2.5,0,0,0,0,4.2,49.71,185.03,40.24,39.09,28.79,277.5,262.71,15.48,3.62,0.91,54.53,184.57,169.66,7.04,2.84,22.2,24.45,12.92,29,129,67
292,14,9,20,18,24,3,3,12,3,2,0,0,11,0,1,12,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,7,19,0,7,9,4,1,1,4,8,4,1,0,4,7,1,0,0,61.76,0,12.1,0.85,0.01,0,0,0,74.72,0,0,0,0,0,0,0,0,0,0,13.56,2.8,0,2.2,13.5,6,6.51,0,0,1,9.7,3.91,0,0.41,3.61,11.52,0,4,20,1,10,10,15,1,0,10,0,0,0,0,7,0,3,23,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,10,36,25,0,11,15,2,1,7,3,15,5,1,3,12,7,4,2,0,49.3,0,0,6.92,0.07,11.3,0,0,0,0,0,67.59,0,1.8,0,0,0,0,0,0,0.7,5,3.3,0.01,5.6,15,0.8,1.2,0.91,0.01,15.12,6.4,1.62,0,6.71,1.9,1.51,15,14,17,13,24,14,6,14,0,4,6,0,4,0,3,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,12,16,37,0,27,6,3,3,4,4,16,5,5,10,14,14,3,0,0,72.66,0,7,5.26,0.06,1.7,0,0,0,0,77.58,9.1,0,0,0,0,0,0,0,0,9.01,2.51,0,9.3,32.1,0,0.01,0.02,0.02,5.6,26.06,0,0,0.01,0.02,2.02,125,303,150
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,5,16,0,0,3,5,0,2,1,3,2,0,0,5,7,3,3,1,96.1,0,10.5,3.11,0,0,0,0,0,109.71,0,0,0,0,0,0,0,0,0,0,0.05,1.8,0,7.9,1.8,4,0,0.7,0.8,26.3,24.1,6.5,35,0.06,0.7,0,0,5,3,4,6,1,5,2,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,8,19,24,13,0,5,11,2,0,2,4,1,1,2,6,15,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,11,14,29,0,4,11,4,0,3,2,0,4,1,2,15,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,58,40
294,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,1,5,1,4,2,3,0,4,0,1,0,1,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,10,9,0,1,2,2,3,1,2,1,2,2,2,0,3,6,0,0,0,35.1,0,3.5,3.8,0.05,0,0,0,0,0,0,0,42.45,1.8,0,0,0,0,0,0,0,6.81,0.02,0,23.7,0.01,0,3.5,0,0,4.6,0,0.01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,8,5,0,4,2,1,0,0,0,0,1,0,4,4,6,1,0,0,457.95,0,371,26.91,0.18,19.6,0,222.99,0,0,261.2,391.45,0,0,0,0,0,0,0,3.2,32.34,15.45,48.5,200.45,46.81,11.03,10.52,0,4.01,156.7,127.82,55,76.71,55.2,28.9,3,494,504,456
295,5,2,5,2,10,9,1,1,0,0,0,0,2,0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11,16,29,40,3,32,9,10,4,0,1,13,12,9,7,21,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,27,17,6,9,1,16,3,13,0,1,0,11,10,1,3,20,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,4,1,0,0,0,0,0,0,0,1,0,2,0,0,0,416.1,6,92.3,60.71,0.83,0,0,238.93,0,1.42,0,335.59,0,0,0,0,0,0,0,45.45,43.72,21.07,0.13,130.8,97.75,0.17,17.53,3.86,0.08,81.94,62.44,26.53,0.07,24.32,19.75,0.33,279,174,182
